tax_name	tax_rank	taxa_full_id
Roseomonas wooponensis	species	1428345
Roseovarius indicus	species	540747
Roseovarius nanhaiticus	species	573024
Roseovarius nubinhibens	species	314263
Roseovarius sp. BB19	species	888343
Roseovarius sp. BB22	species	888409
Roseovarius sp. SS16.20	species	1277233
Roseovarius sp. ZS2-18	species	641766
Rothia aeria	species	172042
Rothia dentocariosa	species	2047
Rothia endophytica	species	1324766
Rothia mucilaginosa	species	43675
Rothia nasimurium	species	85336
Rothia sp. 3_1/4V	species	440203
Rothia sp. BBH4	species	368411
Rothia sp. CCUG 25688	species	85338
Rothia sp. LH-CAB6	species	948617
Rothia sp. RV13	species	909624
Rothia sp. THG-N7	species	1263533
Rothia sp. THG-T3	species	1263535
Rothia terrae	species	396015
Rubellimicrobium aerolatum	species	490979
Rubellimicrobium thermophilum	species	295419
Rubricoccus marinus	species	716817
Rubrimonas sp. SL014B-80A1	species	690084
Rubritalea sp. MN1-1042	species	714539
Rubritalea sp. shu-10-MA45-1	species	714536
Rubritalea spongiae	species	430797
Rubritalea tangerina	species	430798
Rubritepida flocculans	species	182403
Rubritepida sp. MDT2-1-1	species	1259663
Rubrivirga marina	species	1196024
Rubrivivax gelatinosus	species	28068
Rubrobacter radiotolerans	species	42256
Rubrobacter sp. C05_TS_X24_S3	species	523080
Rubrobacter sp. CBF L56	species	266626
Rubrobacter sp. LYG58	species	1193580
Rubrobacter sp. VF70612_S1	species	523081
Rubrobacter sp. VS-111	species	591601
Rubrobacter xylanophilus	species	49319
Rudaea cellulosilytica	species	540746
Rudaea sp. IMCC13004	species	1029621
Rudaea sp. YC6842	species	1294674
Ruegeria atlantica	species	81569
Ruegeria conchae	species	981384
Ruegeria halocynthiae	species	985054
Ruegeria lacuscaerulensis	species	55218
Ruegeria sp. AR19	species	714902
Ruegeria sp. JZ10IS28	species	1293121
Ruegeria sp. JZ10IS36	species	1293127
Ruegeria sp. JZ11IS8	species	1293185
Ruegeria sp. JZ11ML7	species	1293230
Ruegeria sp. JZ11ML9	species	1293231
Ruegeria sp. P1MA1	species	1247944
Ruegeria sp. S2684	species	579599
Ruegeria sp. SOEmb19	species	442516
Ruegeria sp. SOVto29	species	441449
Rufibacter sp. DG31D	species	1379910
Rufibacter tibetensis	species	512763
Rugamonas rubra	species	758825
Ruminiclostridium thermocellum	species	1515
Ruminobacter amylophilus	species	867
Ruminococcaceae bacterium D16	species	552398
Ruminococcus albus	species	1264
Ruminococcus bromii	species	40518
Ruminococcus gauvreauii	species	438033
Ruminofilibacter xylanolyticum	species	340118
Rummeliibacillus pycnus	species	101070
Rummeliibacillus sp. GAL2_H	species	1143345
Rummeliibacillus sp. OTU27	species	765416
Rummeliibacillus stabekisii	species	241244
Runella sp. HMD1032	species	649105
Runella sp. NBRC 15129	species	1113644
Runella sp. NBRC 15147	species	1113645
Runella zeae	species	94255
Saccharibacillus kuerlensis	species	459527
Saccharibacillus sacchari	species	456493
Saccharicrinis fermentans	species	982
Saccharofermentans sp. G8	species	1200659
Saccharomonospora sp. AH10	species	647441
Saccharomonospora sp. AML24	species	996198
Saccharomonospora sp. AML728	species	996202
Saccharomonospora sp. H220	species	1500487
Saccharomonospora sp. H51	species	995081
Saccharomonospora thermoviridis	species	89366
Saccharophagus degradans	species	86304
Saccharophagus sp. MM1-2b	species	1068896
Saccharopolyspora hordei	species	1838
Saccharopolyspora rosea	species	524884
Saccharopolyspora sp. HY8(2010)	species	867649
Saccharopolyspora sp. IMER-B3-24	species	627686
Saccharothrix texasensis	species	103734
Salana multivorans	species	120377
Salegentibacter sp. BSw21547	species	672401
Salinarimonas ramus	species	690164
Salinarimonas rosea	species	552063
Salinibacter sp. KA	species	627705
Salinibacterium sp. MDT1-9-1	species	1259668
Salinicoccus albus	species	418756
Salinicoccus alkaliphilus	species	148453
Salinicoccus carnicancri	species	558170
Salinicoccus halitifaciens	species	1073415
Salinicoccus hispanicus	species	157225
Salinicoccus kekensis	species	714307
Salinicoccus qingdaonensis	species	576118
Salinicoccus salitudinis	species	465561
Salinicoccus sesuvii	species	868281
Salinicoccus sp. JS7	species	980647
Salinicoccus sp. PS2-3	species	524911
Salinicoccus sp. SJ2-6	species	1332664
Salinicola salarius	species	430457
Salinicola sp. 08EPH7	species	869035
Salinicola sp. QTR-31	species	1357949
Salinimicrobium soli	species	1254399
Salinimicrobium sp. 2-2012-4	species	1365923
Salinimicrobium sp. J14-12	species	574716
Salinimonas chungwhensis	species	265425
Salinimonas lutimaris	species	914153
Salinisphaera sp. T31B1	species	727963
Salinispora pacifica	species	351187
Salinispora sp. MV0130	species	747443
Salinispora sp. YKAPL2	species	576980
Salipaludibacillus neizhouensis	species	885475
Salmonella bongori	species	54736
Salmonella enterica	species	28901
Salmonella sp.	species	599
Salmonella sp. 111	species	1392960
Salmonella sp. 26-1	species	1392968
Sandaracinobacter sibiricus	species	56359
Sandaracinus amylolyticus	species	927083
Sandarakinorhabdus sp. A14	species	540978
Sanguibacter antarcticus	species	372484
Sanguibacter keddieii	species	60920
Sanguibacter marinus	species	285351
Sanguibacter soli	species	442709
Sanguibacter sp.	species	60923
Sanguibacter sp. 2P04PD	species	554119
Sanguibacter sp. BA33(2011)	species	942134
Sanguibacter sp. ljh-8	species	694247
Sanguibacter sp. M2T8B10	species	683066
Sanguibacter sp. WPCB193	species	556126
Sanguibacter suarezii	species	60921
Saprospira grandis	species	1008
Saprospira sp. CNJ537	species	263637
Scardovia inopinata	species	78259
Scardovia wiggsiae	species	230143
Schizonella melanogramma	species	63386
Schlegelella sp. P-bf-PMW-1	species	946102
Schlegelella thermodepolymerans	species	215580
Schlesneria paludicola	species	360056
Schumannella luteola	species	472059
Schwartzia succinivorans	species	55507
Scopulibacillus darangshiensis	species	442528
Sedimentibacter acidaminivorans	species	913099
Sedimentibacter hongkongensis	species	178338
Sedimentibacter hydroxybenzoicus	species	29345
Sedimentibacter sp. B4	species	304766
Sedimentibacter sp. BRS2	species	225299
Sedimentibacter sp. D7	species	304769
Sedimentibacter sp. IMPC3	species	419592
Sedimentibacter sp. JN18_A14_H	species	361207
Sedimentibacter sp. JN18_V27_I	species	424823
Sedimenticola selenatireducens	species	191960
Sediminibacillus halophilus	species	482461
Sediminibacterium salmoneum	species	426421
Sediminibacterium sp. C3	species	1267211
Sediminibacterium sp. JJ2209	species	1301018
Sediminibacterium sp. TEGAF015	species	575378
Sediminicola sp. MAR_2010_190	species	1250201
Segetibacter aerophilus	species	670293
Segetibacter koreensis	species	398037
Segniliparus rugosus	species	286804
Seinonella peptonophila	species	112248
Selenomonas bovis	species	416586
Selenomonas genomosp. P5	species	241557
Selenomonas lacticifex	species	86957
Selenomonas sp. canine oral taxon 120	species	1151486
Selenomonas sp. canine oral taxon 167	species	1151498
Selenomonas sp. CM52	species	936381
Selenomonas sp. Ycb08	species	546159
Selenomonas sputigena	species	69823
Serinibacter salmoneus	species	556530
Serinicoccus sp. BSJ2	species	1087198
Serinicoccus sp. CNJ927 PL04	species	378602
Serinicoccus sp. JSP1	species	742843
Serinicoccus sp. N89(2010)	species	886179
Serinicoccus sp. S11	species	1213391
Serratia fonticola	species	47917
Serratia marcescens	species	615
Serratia nematodiphila	species	458197
Serratia odorifera	species	618
Serratia plymuthica	species	82996
Serratia quinivorans	species	137545
Serratia rubidaea	species	61652
Serratia sp. 5COAN	species	1162256
Serratia sp. a001-60	species	887556
Serratia sp. A49	species	527927
Serratia sp. BZ49	species	936036
Serratia sp. CBMAI 1183	species	942534
Serratia sp. CmtRB006	species	763705
Serratia sp. CocRB008	species	763708
Serratia sp. Cs60-2	species	1454232
Serratia sp. DR.Y8	species	351648
Serratia sp. E3-2	species	1040802
Serratia sp. G3_7_2TCO2	species	1459567
Serratia sp. ST-2-08	species	630966
Serratia sp. ST9	species	1324626
Sharpea azabuensis	species	322505
Shewanella japonica	species	93973
Shewanella marisflavi	species	260364
Shewanella oneidensis	species	70863
Shewanella sp. 3tb16	species	650207
Shewanella sp. 8113	species	985881
Shewanella sp. BF65B_I8	species	859054
Shewanella sp. bk_8	species	933431
Shewanella sp. CGB9	species	887767
Shewanella sp. M4AY11	species	869271
Shewanella sp. MIB015	species	446359
Shewanella sp. MR-7	species	60481
Shewanella sp. NSP561	species	940540
Shewanella sp. P1MANal3	species	1247946
Shewanella sp. POL1	species	795473
Shewanella sp. S7	species	856848
Shewanella sp. UDC395	species	762497
Shimazuella kribbensis	species	139808
Shimazuella sp. 3-435	species	866474
Shimazuella sp. FXJ7.206	species	683262
Shimazuella sp. FXJ7.245	species	683263
Shimazuella sp. K2-2	species	555373
Shimia haliotis	species	1280847
Shinella fusca	species	544480
Shinella kummerowiae	species	417745
Shinella sp. 1.4.2	species	879650
Shinella sp. C1	species	1335063
Shinella sp. CHKOV-3M	species	1391721
Shinella sp. CTN-12	species	598705
Shinella sp. DNEB6	species	1282404
Shinella sp. DR33	species	910544
Shinella sp. LLH-1	species	589082
Shinella sp. UYSO24	species	992418
Shuttleworthia sp. MSX8B	species	936574
Shuttleworthia sp. oral taxon G69	species	712602
Siansivirga zeaxanthinifaciens	species	762954
Siccationidurans antarcticus	species	486270
Siccationidurans ginsengisoli	species	1051626
Siccationidurans glaciei	species	877209
Siccationidurans metalli	species	1433843
Siccationidurans occulans	species	759411
Siccationidurans soli	species	373890
Siccibacter turicensis	species	357233
Sideroxydans lithotrophicus	species	63745
Sideroxydans paludicola	species	370408
Silanimonas lenta	species	265429
Silanimonas mangrovi	species	1056510
Silvimonas amylolytica	species	449663
Silvimonas iriomotensis	species	449662
Silvimonas sp. S4.MAC.014	species	876813
Simiduia areninigrae	species	679260
Simiduia curdlanivorans	species	1492769
Simkania negevensis	species	83561
Simonsiella muelleri	species	72
Simplicispira sp. R-23033	species	376963
Singulisphaera acidiphila	species	466153
Singulisphaera mucilaginosa	species	870154
Singulisphaera rosea	species	643672
Singulisphaera sp. Io3-4	species	886852
Singulisphaera sp. Io3-5	species	886853
Singulisphaera sp. Io4-3	species	886854
Singulisphaera sp. SD1-4	species	886855
Sinobaca qinghaiensis	species	342944
Sinomicrobium oceani	species	1150368
Sinomicrobium pectinilyticum	species	1084421
Sinomonas flava	species	496857
Sinomonas sp. FMS_60mD15	species	1463585
Sinomonas sp. S1D	species	1165511
Sinorhizobium kummerowiae	species	158892
Sinosporangium album	species	504805
Sinosporangium siamense	species	1367973
Siphonobacter aquaeclarae	species	563176
Siphonobacter sp. CCTCC AB 2012155	species	1220496
Skermanella aerolata	species	393310
Skermanella sp. A103-02	species	1291549
Skermanella sp. JC5	species	1267880
Skermanella sp. Ph-4-1	species	698670
Skermanella xinjiangensis	species	518767
Slackia equolifaciens	species	498718
Slackia exigua	species	84109
Slackia faecicanis	species	255723
Slackia isoflavoniconvertens	species	572010
Slackia piriformis	species	626934
Slackia sp. CM382	species	1111137
Slackia sp. NATTS	species	647703
Slackia sp. S8 F4	species	1330242
Smaragdicoccus niigatensis	species	359359
Smithella propionica	species	92485
Smithella sp. SCADC	species	1499107
Smithella sp. SC_K08D17	species	1487949
Sneathia sanguinegens	species	40543
Sneathiella chungangensis	species	1418234
Sneathiella glossodoripedis	species	418853
Sneathiella sp. JNU-L078	species	1303910
Sneathiella sp. UDSW84	species	1303282
Snodgrassella alvi	species	1196083
Sodalis glossinidius	species	63612
Sodalis praecaptivus	species	1239307
Soehngenia saccharolytica	species	253256
Solanum lycopersicum	species	4081
Solibacillus silvestris	species	76853
Solimonas aquatica	species	489703
Solimonas soli	species	413479
Solimonas terrae	species	1396819
Solirubrobacter ginsenosidimutans	species	490573
Solirubrobacter phytolaccae	species	1404360
Solirubrobacter soli	species	363832
Solirubrobacter sp. Gsoil 921	species	363834
Solirubrobacter sp. L64	species	580963
Solirubrobacter sp. URHD0082	species	1298857
Solirubrobacter taibaiensis	species	1395955
Solitalea canadensis	species	995
Solitalea koreensis	species	543615
Solobacterium moorei	species	102148
Solobacterium sp. S4-A19	species	1219642
Soonwooa buanensis	species	619805
Sorangium cellulosum	species	56
Sphaerisporangium album	species	509200
Sphaerisporangium rufum	species	1381558
Sphaerisporangium siamense	species	795645
Sphaerisporangium sp. A-T 1908	species	763783
Sphaerisporangium sp. ACT-0129	species	675344
Sphaerisporangium sp. PENDO-1806	species	675348
Sphaerisporangium sp. PENDO-1808	species	675349
Sphaerisporangium sp. PENDO-2168	species	675354
Sphaerisporangium sp. PENDO-2180	species	675358
Sphaerobacter thermophilus	species	2057
Sphaerochaeta associata	species	1129264
Sphaerochaeta sp. DSM 26296	species	1411150
Sphaerotilus natans	species	34103
Sphaerotilus sp. FG_8	species	1194485
Sphaerotilus sp. FSK08	species	538919
Sphaerotilus sp. OTSz_M_220	species	580220
Sphingobacterium alimentarium	species	797292
Sphingobacterium bambusae	species	662858
Sphingobacterium composti Yoo et al. 2007	species	415956
Sphingobacterium deserti	species	1229276
Sphingobacterium griseoflavum	species	1474952
Sphingobacterium hotanense	species	649196
Sphingobacterium kitahiroshimense	species	470446
Sphingobacterium kyonggiense	species	714075
Sphingobacterium lactis	species	797291
Sphingobacterium mizutaii	species	1010
Sphingobacterium multivorum	species	28454
Sphingobacterium rhinocerotis	species	1453594
Sphingobacterium shayense	species	626343
Sphingobacterium siyangense	species	459529
Sphingobacterium sp. 0-1	species	708081
Sphingobacterium sp. 1ZP4	species	933973
Sphingobacterium sp. AR126	species	908845
Sphingobacterium sp. Bt-34	species	745395
Sphingobacterium sp. CH13	species	713572
Sphingobacterium sp. EQH22	species	663570
Sphingobacterium sp. GR11	species	1267287
Sphingobacterium sp. GR16	species	1267288
Sphingobacterium sp. GSM1	species	1006970
Sphingobacterium sp. HTc4-a	species	1028509
Sphingobacterium sp. IW-217	species	1396854
Sphingobacterium sp. JAS3	species	1183051
Sphingobacterium sp. KB45	species	992930
Sphingobacterium sp. KMM 6384	species	996797
Sphingobacterium sp. KMSDrP2	species	1033918
Sphingobacterium sp. LM23	species	1449790
Sphingobacterium sp. LMG 8345	species	999468
Sphingobacterium sp. LMG 8346	species	999469
Sphingobacterium sp. M_1	species	673513
Sphingobacterium sp. P031	species	1301797
Sphingobacterium sp. TB1	species	994871
Sphingobacterium spiritivorum	species	258
Sphingobacterium thalpophilum	species	259
Sphingobacterium thermophilum	species	768534
Sphingobacterium wenxiniae	species	683125
Sphingobacterium yamdrokense	species	1378309
Sphingobium amiense	species	135719
Sphingobium chlorophenolicum	species	46429
Sphingobium chungbukense	species	56193
Sphingobium cloacae	species	120107
Sphingobium estrogenivorans	species	399103
Sphingobium fontiphilum	species	944425
Sphingobium herbicidovorans	species	76947
Sphingobium lactosutens	species	522773
Sphingobium limneticum	species	1007511
Sphingobium rhizovicinum	species	432308
Sphingobium scionense	species	1404341
Sphingobium sp. BD-1	species	499874
Sphingobium sp. BZ13	species	936040
Sphingobium sp. CO132	species	869503
Sphingobium sp. CO180	species	942119
Sphingobium sp. CR2-8	species	1306534
Sphingobium sp. dBA-3	species	745117
Sphingobium sp. FL18	species	1387083
Sphingobium sp. ILI-S4-I4	species	1081067
Sphingobium sp. IT-4	species	627195
Sphingobium sp. JEM-15	species	452626
Sphingobium sp. LC341	species	1114515
Sphingobium sp. LC358	species	1114529
Sphingobium sp. MH60	species	477766
Sphingobium sp. MS22	species	1365145
Sphingobium sp. NP22b	species	515963
Sphingobium sp. P8	species	649578
Sphingobium sp. PDD-35b-9	species	1084215
Sphingobium sp. PNB	species	863934
Sphingobium sp. PYD-1	species	574567
Sphingobium sp. RS3-3	species	1255272
Sphingobium sp. RU4-6	species	1331351
Sphingobium sp. Sulf-1374	species	488168
Sphingobium sp. SYK-6	species	627192
Sphingobium sp. T51	species	1270323
Sphingobium sp. Tan-11	species	660528
Sphingobium sp. W2.10-97	species	1341534
Sphingobium sp. X-b4	species	1298620
Sphingobium sp. YJ2	species	908601
Sphingobium sp. Z007	species	627495
Sphingobium subterraneum	species	627688
Sphingobium sufflavum	species	1129547
Sphingobium ummariense	species	420994
Sphingobium vermicomposti	species	529005
Sphingobium vulgare	species	563163
Sphingobium wenxiniae	species	595605
Sphingobium xanthum	species	1387165
Sphingobium xenophagum	species	121428
Sphingobium yanoikuyae	species	13690
Sphingomicrobium flavum	species	1229164
Sphingomicrobium lutaoense	species	515949
Sphingomonas adhaesiva	species	28212
Sphingomonas aerolata	species	185951
Sphingomonas aestuarii	species	453846
Sphingomonas alpina	species	653931
Sphingomonas anadarae	species	387660
Sphingomonas aquatilis	species	93063
Sphingomonas astaxanthinifaciens	species	407019
Sphingomonas changbaiensis	species	529705
Sphingomonas dokdonensis	species	344880
Sphingomonas endophytica	species	869719
Sphingomonas fennica	species	114404
Sphingomonas fonticola	species	1244894
Sphingomonas glacialis	species	658225
Sphingomonas haloaromaticamans	species	653954
Sphingomonas histidinilytica	species	439228
Sphingomonas humi	species	335630
Sphingomonas hunanensis	species	587738
Sphingomonas hylomeconis	species	1395958
Sphingomonas indica	species	941907
Sphingomonas jaspsi	species	392409
Sphingomonas jejuensis	species	904715
Sphingomonas kaistensis	species	298708
Sphingomonas koreensis	species	93064
Sphingomonas kwangyangensis	species	454756
Sphingomonas laterariae	species	861865
Sphingomonas lutea	species	1045317
Sphingomonas mali	species	40682
Sphingomonas mathurensis	species	428996
Sphingomonas oligoaromativorans	species	575322
Sphingomonas oligophenolica	species	301154
Sphingomonas oryziterrae	species	535906
Sphingomonas panni	species	237612
Sphingomonas paucimobilis	species	13689
Sphingomonas pituitosa	species	99597
Sphingomonas polyaromaticivorans	species	433606
Sphingomonas rosea	species	335605
Sphingomonas rubra	species	634430
Sphingomonas sanguinis	species	33051
Sphingomonas soli	species	266127
Sphingomonas sp.	species	28214
Sphingomonas sp. 1-F12	species	985680
Sphingomonas sp. 1/4_C16_34	species	440204
Sphingomonas sp. 1PNM-20	species	1141887
Sphingomonas sp. 24T	species	942145
Sphingomonas sp. 2F2	species	989339
Sphingomonas sp. 2N13	species	575190
Sphingomonas sp. 2R-2	species	1231834
Sphingomonas sp. 5.2	species	907063
Sphingomonas sp. 540	species	1042683
Sphingomonas sp. 7-26	species	1277475
Sphingomonas sp. 9-9	species	1324399
Sphingomonas sp. 9PNM-25	species	1141891
Sphingomonas sp. AHC-F	species	1157990
Sphingomonas sp. AHM7	species	1383023
Sphingomonas sp. Alpha1-2	species	299160
Sphingomonas sp. Alpha4-5	species	299164
Sphingomonas sp. B26	species	92512
Sphingomonas sp. B6.09-105	species	1341535
Sphingomonas sp. BBCT69	species	366333
Sphingomonas sp. Bg12r	species	1256733
Sphingomonas sp. Bg12ra	species	1256732
Sphingomonas sp. BJC16-B10	species	1234863
Sphingomonas sp. BJC16-D7	species	1234864
Sphingomonas sp. BPC-C1/20-1	species	417430
Sphingomonas sp. BR12196	species	366883
Sphingomonas sp. BR5-22	species	502334
Sphingomonas sp. BS12	species	910242
Sphingomonas sp. BXN7-9	species	502335
Sphingomonas sp. CCBAU 45299	species	858439
Sphingomonas sp. CCGE2209	species	578291
Sphingomonas sp. CCGE4004	species	904047
Sphingomonas sp. CCGE4035	species	904054
Sphingomonas sp. CCGE4098	species	904056
Sphingomonas sp. CCGE4118	species	904057
Sphingomonas sp. ce40	species	1054582
Sphingomonas sp. CH15-114	species	1086395
Sphingomonas sp. cp06	species	979601
Sphingomonas sp. CpLB253	species	554336
Sphingomonas sp. Cra4	species	1327636
Sphingomonas sp. CS81	species	553228
Sphingomonas sp. CV2	species	348775
Sphingomonas sp. D12	species	224633
Sphingomonas sp. D40y	species	1208548
Sphingomonas sp. DCY40	species	590607
Sphingomonas sp. DS-3PS-11	species	1294676
Sphingomonas sp. Ellin134	species	188640
Sphingomonas sp. Emb4	species	1327643
Sphingomonas sp. Es9	species	1327647
Sphingomonas sp. FG03	species	544310
Sphingomonas sp. HEXBA01	species	1182308
Sphingomonas sp. HJ-JR3	species	1165350
Sphingomonas sp. J40	species	215522
Sphingomonas sp. JB13	species	1163478
Sphingomonas sp. JEM-3	species	334281
Sphingomonas sp. JGI 0001002-A17	species	1094939
Sphingomonas sp. JPB-3.12	species	521498
Sphingomonas sp. jr10	species	863446
Sphingomonas sp. JS8(2011)	species	1045318
Sphingomonas sp. K6	species	188730
Sphingomonas sp. KAR7	species	431542
Sphingomonas sp. kmd_329	species	536866
Sphingomonas sp. KOPRI 25661	species	994650
Sphingomonas sp. KOPRI 25891	species	994653
Sphingomonas sp. KSM1	species	1228049
Sphingomonas sp. LBS8	species	499876
Sphingomonas sp. LC489	species	1114576
Sphingomonas sp. LKS09	species	913772
Sphingomonas sp. LnR5-44	species	490574
Sphingomonas sp. LP105	species	1391511
Sphingomonas sp. LP28	species	1387437
Sphingomonas sp. LP34	species	1387438
Sphingomonas sp. LP8	species	1387439
Sphingomonas sp. LWQ11	species	1387440
Sphingomonas sp. M60-VN10-2W	species	434777
Sphingomonas sp. MA3-2	species	937672
Sphingomonas sp. MG49	species	280907
Sphingomonas sp. MM-1	species	745310
Sphingomonas sp. MM62(2011)	species	990009
Sphingomonas sp. MN 18.3a	species	159403
Sphingomonas sp. Mn802worker	species	629773
Sphingomonas sp. MOSEL-ES23	species	1380033
Sphingomonas sp. N67	species	863445
Sphingomonas sp. NM05	species	352164
Sphingomonas sp. NP5	species	668817
Sphingomonas sp. oral taxon F71	species	712616
Sphingomonas sp. OT3	species	948527
Sphingomonas sp. P5-36	species	428632
Sphingomonas sp. PAMC 26567	species	1484141
Sphingomonas sp. PAMC26617	species	1484143
Sphingomonas sp. PDD-23b-6	species	994545
Sphingomonas sp. PDD-26b-16	species	994546
Sphingomonas sp. PI401	species	676178
Sphingomonas sp. PO309	species	676180
Sphingomonas sp. PR090111-T3T-6A	species	685778
Sphingomonas sp. PVL18	species	866732
Sphingomonas sp. R054a	species	1301805
Sphingomonas sp. R060	species	1301806
Sphingomonas sp. R2S52	species	866745
Sphingomonas sp. R2S8	species	866746
Sphingomonas sp. Rd1	species	135400
Sphingomonas sp. RHLT1-26-1	species	1259679
Sphingomonas sp. RHLT1-26-2	species	1259680
Sphingomonas sp. RHLT2-11-1	species	1259682
Sphingomonas sp. RHLT2-12	species	1259683
Sphingomonas sp. RNS-1	species	862806
Sphingomonas sp. RP18	species	1348437
Sphingomonas sp. S-2	species	189692
Sphingomonas sp. S23328a	species	637574
Sphingomonas sp. S6-268	species	1166341
Sphingomonas sp. SAFR-010	species	217078
Sphingomonas sp. SGb236	species	934404
Sphingomonas sp. SIA181-1A1	species	167653
Sphingomonas sp. SL2	species	1221571
Sphingomonas sp. SL8	species	1221574
Sphingomonas sp. SO3-7r	species	338592
Sphingomonas sp. sptzw24	species	715182
Sphingomonas sp. SRS2	species	133190
Sphingomonas sp. TPD18	species	862486
Sphingomonas sp. TrD23	species	1325327
Sphingomonas sp. UAC-64	species	1308031
Sphingomonas sp. URHD0057	species	1380389
Sphingomonas sp. VITPRS9	species	1298733
Sphingomonas sp. W2.09-112	species	1341537
Sphingomonas sp. W2.10-27	species	1341540
Sphingomonas sp. WWH15	species	1391506
Sphingomonas sp. WX113	species	1391507
Sphingomonas sp. WX24	species	1391508
Sphingomonas sp. WX71	species	1391509
Sphingomonas sp. Y57	species	334801
Sphingomonas sp. YG-33	species	707215
Sphingomonas sp. YG-41	species	707216
Sphingomonas sp. ygr06	species	1037881
Sphingomonas sp. YJ09	species	1104779
Sphingomonas sp. Z0-YC6805	species	674714
Sphingomonas sp. Z1-YC6841	species	674716
Sphingomonas sp. Z2-YC6855	species	674719
Sphingomonas sp. Zn3	species	1398171
Sphingomonas sp. ZY-3	species	681609
Sphingomonas starnbergensis	species	1007516
Sphingomonas swuensis	species	977800
Sphingomonas wittichii	species	160791
Sphingomonas yunnanensis	species	310400
Sphingopyxis baekryungensis	species	279369
Sphingopyxis ginsengisoli	species	363839
Sphingopyxis granuli	species	267128
Sphingopyxis sp. 2-2	species	1148218
Sphingopyxis sp. DNG2	species	748802
Sphingopyxis sp. DS27	species	440522
Sphingopyxis sp. GIY	species	437772
Sphingopyxis sp. HLT2-36	species	1259689
Sphingopyxis sp. IIL-Eb33	species	889022
Sphingopyxis sp. IMER-B1-19	species	627691
Sphingopyxis sp. J24	species	472184
Sphingopyxis sp. KW066	species	1124004
Sphingopyxis sp. LC072	species	1114426
Sphingopyxis sp. LC212	species	1125675
Sphingopyxis sp. NMC16	species	709434
Sphingopyxis sp. OB-3	species	1107309
Sphingopyxis sp. P27	species	428999
Sphingopyxis sp. PHP-5	species	484764
Sphingopyxis sp. RHLT1-3	species	1259694
Sphingopyxis sp. RHLT3-16	species	1259697
Sphingopyxis sp. Sco-B12	species	642772
Sphingopyxis sp. TMT4-45	species	1259706
Sphingopyxis sp. TSE5	species	763436
Sphingopyxis taejonensis	species	93065
Sphingorhabdus contaminans	species	1343899
Sphingorhabdus flavimaris	species	266812
Sphingorhabdus litoris	species	394733
Sphingorhabdus marina	species	394732
Sphingosinicella soli	species	333708
Sphingosinicella sp. OC5S	species	513003
Spirillospora albida	species	58123
Spiroplasma endosymbiont of Drosophila atripex	species	614643
Spirosoma aerolatum	species	1211326
Spirosoma arcticum	species	1465616
Spirosoma escalantus	species	101719
Spirosoma linguale	species	108
Spirosoma luteum	species	431553
Spirosoma navajo	species	229981
Spirosoma oryzae	species	1469603
Spirosoma radiotolerans	species	1379870
Spirosoma rigui	species	564064
Spirosoma sp. II_Gauze_A_2_12	species	568676
Spirosoma sp. JJ2208	species	1301019
Spirosoma sp. NBRC 101364	species	1113771
Spirosoma sp. PR1014k	species	1211327
Spirosoma sp. R-37560	species	885473
Spirosoma spitsbergense	species	431554
Spongiibacter sp. CC-AMW-B	species	1294300
Spongiibacter sp. JAM-GA14	species	685103
Spongiibacter sp. USW93	species	1303287
Spongiibacter tropicus	species	454602
Sporacetigenium mesophilum	species	286803
Sporanaerobacter sp. SN28	species	548273
Sporichthya polymorpha	species	35751
Sporobacter termitidis	species	44749
Sporobacterium olearium	species	100133
Sporocytophaga myxococcoides	species	153721
Sporocytophaga sp. 4v	species	571179
Sporolactobacillus inulinus	species	2078
Sporolactobacillus laevus	species	2080
Sporolactobacillus nakayamae	species	269670
Sporolactobacillus putidus	species	492735
Sporolactobacillus sp. MB-025	species	743454
Sporolactobacillus sp. MB-051	species	743453
Sporolactobacillus sp. P3J	species	1006587
Sporolactobacillus spathodeae	species	1465502
Sporolactobacillus vineae	species	444463
Sporolituus thermophilus	species	608505
Sporomusa acidovorans	species	112900
Sporomusa aerivorans	species	204936
Sporomusa intestinalis	species	316996
Sporomusa malonica	species	112901
Sporomusa sp. An4	species	411922
Sporomusa sp. DR1/8	species	82910
Sporomusa sp. DR15	species	82909
Sporomusa sp. DR5	species	82908
Sporomusa sphaeroides	species	47679
Sporomusa termitida	species	2377
Sporosarcina aquimarina	species	114975
Sporosarcina ginsengisoli	species	363855
Sporosarcina koreensis	species	334735
Sporosarcina luteola	species	582850
Sporosarcina newyorkensis	species	759851
Sporosarcina pasteurii	species	1474
Sporosarcina psychrophila	species	1476
Sporosarcina soli	species	334736
Sporosarcina sp. 4-76	species	697443
Sporosarcina sp. B7-24	species	1495120
Sporosarcina sp. HW10C2	species	1100893
Sporosarcina sp. I1	species	877570
Sporosarcina sp. KOPRI 25430	species	887422
Sporosarcina sp. PaD3.20b	species	661704
Sporosarcina sp. SS-2009-PA3	species	715438
Sporosarcina sp. Tyl40	species	1302667
Sporosarcina thermotolerans	species	633404
Sporotomaculum syntrophicum	species	182264
Stackebrandtia endophytica	species	1496996
Stackebrandtia nassauensis	species	283811
Stakelama sediminis	species	463200
Staphylococcus agnetis	species	985762
Staphylococcus arlettae	species	29378
Staphylococcus aureus	species	1280
Staphylococcus capitis	species	29388
Staphylococcus carnosus	species	1281
Staphylococcus cohnii	species	29382
Staphylococcus epidermidis	species	1282
